id	name	description	synonyms	organism
ENSG00000175931	UBE2O	ubiquitin conjugating enzyme E2 O [Source:HGNC Symbol;Acc:HGNC:29554]	[]	NCBI:txid9606
ENSG00000137414	FAM8A1	family with sequence similarity 8 member A1 [Source:HGNC Symbol;Acc:HGNC:16372]	[]	NCBI:txid9606
ENSG00000173581	CCDC106	coiled-coil domain containing 106 [Source:HGNC Symbol;Acc:HGNC:30181]	[]	NCBI:txid9606
ENSG00000121005	CRISPLD1	cysteine rich secretory protein LCCL domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18206]	[]	NCBI:txid9606
ENSG00000138166	DUSP5	dual specificity phosphatase 5 [Source:HGNC Symbol;Acc:HGNC:3071]	[]	NCBI:txid9606
ENSG00000236515	ZBTB9	zinc finger and BTB domain containing 9 [Source:HGNC Symbol;Acc:HGNC:28323]	[]	NCBI:txid9606
ENSG00000254875	ENSG00000254875	novel transcript, PPT2-EGFL8 readthrough	[]	NCBI:txid9606
ENSG00000175662	TOM1L2	target of myb1 like 2 membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:11984]	[]	NCBI:txid9606
ENSG00000187223	LCE2D	late cornified envelope 2D [Source:HGNC Symbol;Acc:HGNC:16518]	[]	NCBI:txid9606
ENSG00000146352	CLVS2	clavesin 2 [Source:HGNC Symbol;Acc:HGNC:23046]	[]	NCBI:txid9606
ENSG00000122484	RPAP2	RNA polymerase II associated protein 2 [Source:HGNC Symbol;Acc:HGNC:25791]	[]	NCBI:txid9606
ENSG00000236315	NCR3	natural cytotoxicity triggering receptor 3 [Source:HGNC Symbol;Acc:HGNC:19077]	[]	NCBI:txid9606
ENSG00000284872	ENSG00000284872	tRNA methyltransferase 9B (putative) [Source:NCBI gene (formerly Entrezgene);Acc:57604]	[]	NCBI:txid9606
ENSG00000255439	ENSG00000255439	novel protein, VKORC1 and PRSS53 readthrough	[]	NCBI:txid9606
ENSG00000283790	KIR2DL3	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	[]	NCBI:txid9606
ENSG00000241356	OR5G3	olfactory receptor family 5 subfamily G member 3 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:15287]	[]	NCBI:txid9606
ENSG00000107882	SUFU	SUFU negative regulator of hedgehog signaling [Source:HGNC Symbol;Acc:HGNC:16466]	[]	NCBI:txid9606
ENSG00000065613	SLK	STE20 like kinase [Source:HGNC Symbol;Acc:HGNC:11088]	[]	NCBI:txid9606
ENSG00000158417	EIF5B	eukaryotic translation initiation factor 5B [Source:HGNC Symbol;Acc:HGNC:30793]	[]	NCBI:txid9606
ENSG00000163618	CADPS	calcium dependent secretion activator [Source:HGNC Symbol;Acc:HGNC:1426]	[]	NCBI:txid9606
ENSG00000223367	RPS18	ribosomal protein S18 [Source:HGNC Symbol;Acc:HGNC:10401]	[]	NCBI:txid9606
ENSG00000088726	TMEM40	transmembrane protein 40 [Source:HGNC Symbol;Acc:HGNC:25620]	[]	NCBI:txid9606
ENSG00000276726	DNAJA3	DnaJ heat shock protein family (Hsp40) member A3 [Source:HGNC Symbol;Acc:HGNC:11808]	[]	NCBI:txid9606
ENSG00000284873	OOSP1	oocyte secreted protein 1 [Source:HGNC Symbol;Acc:HGNC:49233]	[]	NCBI:txid9606
ENSG00000130312	MRPL34	mitochondrial ribosomal protein L34 [Source:HGNC Symbol;Acc:HGNC:14488]	[]	NCBI:txid9606
ENSG00000282651	IGHV5-10-1	immunoglobulin heavy variable 5-10-1 [Source:HGNC Symbol;Acc:HGNC:5661]	[]	NCBI:txid9606
ENSG00000223980	HLA-A	major histocompatibility complex, class I, A [Source:HGNC Symbol;Acc:HGNC:4931]	[]	NCBI:txid9606
ENSG00000213593	TMX2	thioredoxin related transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:30739]	[]	NCBI:txid9606
ENSG00000141574	SECTM1	secreted and transmembrane 1 [Source:HGNC Symbol;Acc:HGNC:10707]	[]	NCBI:txid9606
ENSG00000216921	FAM240C	family with sequence similarity 240 member C [Source:HGNC Symbol;Acc:HGNC:54200]	[]	NCBI:txid9606
ENSG00000102897	LYRM1	LYR motif containing 1 [Source:HGNC Symbol;Acc:HGNC:25074]	[]	NCBI:txid9606
ENSG00000104332	SFRP1	secreted frizzled related protein 1 [Source:HGNC Symbol;Acc:HGNC:10776]	[]	NCBI:txid9606
ENSG00000119514	GALNT12	polypeptide N-acetylgalactosaminyltransferase 12 [Source:HGNC Symbol;Acc:HGNC:19877]	[]	NCBI:txid9606
ENSG00000136877	FPGS	folylpolyglutamate synthase [Source:HGNC Symbol;Acc:HGNC:3824]	[]	NCBI:txid9606
ENSG00000065268	WDR18	WD repeat domain 18 [Source:HGNC Symbol;Acc:HGNC:17956]	[]	NCBI:txid9606
ENSG00000281540	RCC2	regulator of chromosome condensation 2 [Source:HGNC Symbol;Acc:HGNC:30297]	[]	NCBI:txid9606
ENSG00000168515	SCGB1D1	secretoglobin family 1D member 1 [Source:HGNC Symbol;Acc:HGNC:18395]	[]	NCBI:txid9606
ENSG00000253457	SMIM18	small integral membrane protein 18 [Source:HGNC Symbol;Acc:HGNC:42973]	[]	NCBI:txid9606
ENSG00000188263	IL17REL	interleukin 17 receptor E like [Source:HGNC Symbol;Acc:HGNC:33808]	[]	NCBI:txid9606
ENSG00000231558	HLA-DOA	major histocompatibility complex, class II, DO alpha [Source:HGNC Symbol;Acc:HGNC:4936]	[]	NCBI:txid9606
ENSG00000144566	RAB5A	RAB5A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9783]	[]	NCBI:txid9606
ENSG00000048471	SNX29	sorting nexin 29 [Source:HGNC Symbol;Acc:HGNC:30542]	[]	NCBI:txid9606
ENSG00000171611	PTCRA	pre T cell antigen receptor alpha [Source:HGNC Symbol;Acc:HGNC:21290]	[]	NCBI:txid9606
ENSG00000119729	RHOQ	ras homolog family member Q [Source:HGNC Symbol;Acc:HGNC:17736]	[]	NCBI:txid9606
ENSG00000182783	OR2T29	olfactory receptor family 2 subfamily T member 29 [Source:HGNC Symbol;Acc:HGNC:31253]	[]	NCBI:txid9606
ENSG00000159461	AMFR	autocrine motility factor receptor [Source:HGNC Symbol;Acc:HGNC:463]	[]	NCBI:txid9606
ENSG00000135912	TTLL4	tubulin tyrosine ligase like 4 [Source:HGNC Symbol;Acc:HGNC:28976]	[]	NCBI:txid9606
ENSG00000079387	SENP1	SUMO specific peptidase 1 [Source:HGNC Symbol;Acc:HGNC:17927]	[]	NCBI:txid9606
ENSG00000227402	SLC39A7	solute carrier family 39 member 7 [Source:HGNC Symbol;Acc:HGNC:4927]	[]	NCBI:txid9606
ENSG00000126215	XRCC3	X-ray repair cross complementing 3 [Source:HGNC Symbol;Acc:HGNC:12830]	[]	NCBI:txid9606
ENSG00000243789	JMJD7	jumonji domain containing 7 [Source:HGNC Symbol;Acc:HGNC:34397]	[]	NCBI:txid9606
ENSG00000167914	GSDMA	gasdermin A [Source:HGNC Symbol;Acc:HGNC:13311]	[]	NCBI:txid9606
ENSG00000140009	ESR2	estrogen receptor 2 [Source:HGNC Symbol;Acc:HGNC:3468]	[]	NCBI:txid9606
ENSG00000160404	TOR2A	torsin family 2 member A [Source:HGNC Symbol;Acc:HGNC:11996]	[]	NCBI:txid9606
ENSG00000197566	ZNF624	zinc finger protein 624 [Source:HGNC Symbol;Acc:HGNC:29254]	[]	NCBI:txid9606
ENSG00000223350	IGLV9-49	immunoglobulin lambda variable 9-49 [Source:HGNC Symbol;Acc:HGNC:5933]	[]	NCBI:txid9606
ENSG00000188536	HBA2	hemoglobin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:4824]	[]	NCBI:txid9606
ENSG00000039560	RAI14	retinoic acid induced 14 [Source:HGNC Symbol;Acc:HGNC:14873]	[]	NCBI:txid9606
ENSG00000123552	USP45	ubiquitin specific peptidase 45 [Source:HGNC Symbol;Acc:HGNC:20080]	[]	NCBI:txid9606
ENSG00000138075	ABCG5	ATP binding cassette subfamily G member 5 [Source:HGNC Symbol;Acc:HGNC:13886]	[]	NCBI:txid9606
ENSG00000170091	NSG2	neuronal vesicle trafficking associated 2 [Source:HGNC Symbol;Acc:HGNC:24955]	[]	NCBI:txid9606
ENSG00000142875	PRKACB	protein kinase cAMP-activated catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9381]	[]	NCBI:txid9606
ENSG00000158966	CACHD1	cache domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29314]	[]	NCBI:txid9606
ENSG00000149600	COMMD7	COMM domain containing 7 [Source:HGNC Symbol;Acc:HGNC:16223]	[]	NCBI:txid9606
ENSG00000115592	PRKAG3	protein kinase AMP-activated non-catalytic subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:9387]	[]	NCBI:txid9606
ENSG00000132912	DCTN4	dynactin subunit 4 [Source:HGNC Symbol;Acc:HGNC:15518]	[]	NCBI:txid9606
ENSG00000103310	ZP2	zona pellucida glycoprotein 2 [Source:HGNC Symbol;Acc:HGNC:13188]	[]	NCBI:txid9606
ENSG00000263874	LINC00672	long intergenic non-protein coding RNA 672 [Source:HGNC Symbol;Acc:HGNC:44353]	[]	NCBI:txid9606
ENSG00000176809	LRRC37A3	leucine rich repeat containing 37 member A3 [Source:HGNC Symbol;Acc:HGNC:32427]	[]	NCBI:txid9606
ENSG00000137558	PI15	peptidase inhibitor 15 [Source:HGNC Symbol;Acc:HGNC:8946]	[]	NCBI:txid9606
ENSG00000138036	DYNC2LI1	dynein cytoplasmic 2 light intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:24595]	[]	NCBI:txid9606
ENSG00000122674	CCZ1	CCZ1 homolog, vacuolar protein trafficking and biogenesis associated [Source:HGNC Symbol;Acc:HGNC:21691]	[]	NCBI:txid9606
ENSG00000187753	C9orf153	chromosome 9 open reading frame 153 [Source:HGNC Symbol;Acc:HGNC:31456]	[]	NCBI:txid9606
ENSG00000070814	TCOF1	treacle ribosome biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:11654]	[]	NCBI:txid9606
ENSG00000163599	CTLA4	cytotoxic T-lymphocyte associated protein 4 [Source:HGNC Symbol;Acc:HGNC:2505]	[]	NCBI:txid9606
ENSG00000171094	ALK	ALK receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:427]	[]	NCBI:txid9606
ENSG00000164011	ZNF691	zinc finger protein 691 [Source:HGNC Symbol;Acc:HGNC:28028]	[]	NCBI:txid9606
ENSG00000140326	CDAN1	codanin 1 [Source:HGNC Symbol;Acc:HGNC:1713]	[]	NCBI:txid9606
ENSG00000145242	EPHA5	EPH receptor A5 [Source:HGNC Symbol;Acc:HGNC:3389]	[]	NCBI:txid9606
ENSG00000204344	STK19	serine/threonine kinase 19 [Source:HGNC Symbol;Acc:HGNC:11398]	[]	NCBI:txid9606
ENSG00000279790	ENSG00000279790	TEC	[]	NCBI:txid9606
ENSG00000188393	CLEC2A	C-type lectin domain family 2 member A [Source:HGNC Symbol;Acc:HGNC:24191]	[]	NCBI:txid9606
ENSG00000167778	SPRYD3	SPRY domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25920]	[]	NCBI:txid9606
ENSG00000162775	RBM15	RNA binding motif protein 15 [Source:HGNC Symbol;Acc:HGNC:14959]	[]	NCBI:txid9606
ENSG00000134398	ERN2	endoplasmic reticulum to nucleus signaling 2 [Source:HGNC Symbol;Acc:HGNC:16942]	[]	NCBI:txid9606
ENSG00000275623	KIR2DL3	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6331]	[]	NCBI:txid9606
ENSG00000068781	STON1-GTF2A1L	STON1-GTF2A1L readthrough [Source:HGNC Symbol;Acc:HGNC:30651]	[]	NCBI:txid9606
ENSG00000232312	GPANK1	G-patch domain and ankyrin repeats 1 [Source:HGNC Symbol;Acc:HGNC:13920]	[]	NCBI:txid9606
ENSG00000105048	TNNT1	troponin T1, slow skeletal type [Source:HGNC Symbol;Acc:HGNC:11948]	[]	NCBI:txid9606
ENSG00000114019	AMOTL2	angiomotin like 2 [Source:HGNC Symbol;Acc:HGNC:17812]	[]	NCBI:txid9606
ENSG00000051523	CYBA	cytochrome b-245 alpha chain [Source:HGNC Symbol;Acc:HGNC:2577]	[]	NCBI:txid9606
ENSG00000145192	AHSG	alpha 2-HS glycoprotein [Source:HGNC Symbol;Acc:HGNC:349]	[]	NCBI:txid9606
ENSG00000279281	ENSG00000279281	TEC	[]	NCBI:txid9606
ENSG00000105880	DLX5	distal-less homeobox 5 [Source:HGNC Symbol;Acc:HGNC:2918]	[]	NCBI:txid9606
ENSG00000172289	OR10V1	olfactory receptor family 10 subfamily V member 1 [Source:HGNC Symbol;Acc:HGNC:15136]	[]	NCBI:txid9606
ENSG00000253953	PCDHGB4	protocadherin gamma subfamily B, 4 [Source:HGNC Symbol;Acc:HGNC:8711]	[]	NCBI:txid9606
ENSG00000232541	COL11A2	collagen type XI alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2187]	[]	NCBI:txid9606
ENSG00000161807	OR7G1	olfactory receptor family 7 subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:8465]	[]	NCBI:txid9606
ENSG00000189430	NCR1	natural cytotoxicity triggering receptor 1 [Source:HGNC Symbol;Acc:HGNC:6731]	[]	NCBI:txid9606
ENSG00000171051	FPR1	formyl peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:3826]	[]	NCBI:txid9606
ENSG00000137288	UQCC2	ubiquinol-cytochrome c reductase complex assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:21237]	[]	NCBI:txid9606
ENSG00000259823	LYPD8	LY6/PLAUR domain containing 8 [Source:HGNC Symbol;Acc:HGNC:44208]	[]	NCBI:txid9606
ENSG00000231637	USP17L29	ubiquitin specific peptidase 17 like family member 29 [Source:HGNC Symbol;Acc:HGNC:44457]	[]	NCBI:txid9606
ENSG00000165632	TAF3	TATA-box binding protein associated factor 3 [Source:HGNC Symbol;Acc:HGNC:17303]	[]	NCBI:txid9606
ENSG00000178996	SNX18	sorting nexin 18 [Source:HGNC Symbol;Acc:HGNC:19245]	[]	NCBI:txid9606
ENSG00000214686	IQCF6	IQ motif containing F6 [Source:HGNC Symbol;Acc:HGNC:35158]	[]	NCBI:txid9606
ENSG00000206053	JPT2	Jupiter microtubule associated homolog 2 [Source:HGNC Symbol;Acc:HGNC:14137]	[]	NCBI:txid9606
ENSG00000146729	NIPSNAP2	nipsnap homolog 2 [Source:HGNC Symbol;Acc:HGNC:4179]	[]	NCBI:txid9606
ENSG00000142552	RCN3	reticulocalbin 3 [Source:HGNC Symbol;Acc:HGNC:21145]	[]	NCBI:txid9606
ENSG00000139289	PHLDA1	pleckstrin homology like domain family A member 1 [Source:HGNC Symbol;Acc:HGNC:8933]	[]	NCBI:txid9606
ENSG00000279671	ENSG00000279671	TEC	[]	NCBI:txid9606
ENSG00000280077	ENSG00000280077	TEC	[]	NCBI:txid9606
ENSG00000288616	ENSG00000288616	elongin A3 family member D	[]	NCBI:txid9606
ENSG00000140859	KIFC3	kinesin family member C3 [Source:HGNC Symbol;Acc:HGNC:6326]	[]	NCBI:txid9606
ENSG00000171097	KYAT1	kynurenine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:1564]	[]	NCBI:txid9606
ENSG00000070950	RAD18	RAD18 E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:18278]	[]	NCBI:txid9606
ENSG00000272803	PRH2	proline rich protein HaeIII subfamily 2 [Source:HGNC Symbol;Acc:HGNC:9367]	[]	NCBI:txid9606
ENSG00000204084	INPP5B	inositol polyphosphate-5-phosphatase B [Source:HGNC Symbol;Acc:HGNC:6077]	[]	NCBI:txid9606
ENSG00000234616	JRK	Jrk helix-turn-helix protein [Source:HGNC Symbol;Acc:HGNC:6199]	[]	NCBI:txid9606
ENSG00000275052	PPP4R3B	protein phosphatase 4 regulatory subunit 3B [Source:HGNC Symbol;Acc:HGNC:29267]	[]	NCBI:txid9606
ENSG00000226807	MROH5	maestro heat like repeat family member 5 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:42976]	[]	NCBI:txid9606
ENSG00000275136	FCAR	Fc fragment of IgA receptor [Source:HGNC Symbol;Acc:HGNC:3608]	[]	NCBI:txid9606
ENSG00000162241	SLC25A45	solute carrier family 25 member 45 [Source:HGNC Symbol;Acc:HGNC:27442]	[]	NCBI:txid9606
ENSG00000189167	ZAR1L	zygote arrest 1 like [Source:HGNC Symbol;Acc:HGNC:37116]	[]	NCBI:txid9606
ENSG00000146477	SLC22A3	solute carrier family 22 member 3 [Source:HGNC Symbol;Acc:HGNC:10967]	[]	NCBI:txid9606
ENSG00000120647	CCDC77	coiled-coil domain containing 77 [Source:HGNC Symbol;Acc:HGNC:28203]	[]	NCBI:txid9606
ENSG00000187682	ERAS	ES cell expressed Ras [Source:HGNC Symbol;Acc:HGNC:5174]	[]	NCBI:txid9606
ENSG00000172037	LAMB2	laminin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6487]	[]	NCBI:txid9606
ENSG00000107897	ACBD5	acyl-CoA binding domain containing 5 [Source:HGNC Symbol;Acc:HGNC:23338]	[]	NCBI:txid9606
ENSG00000174943	KCTD13	potassium channel tetramerization domain containing 13 [Source:HGNC Symbol;Acc:HGNC:22234]	[]	NCBI:txid9606
ENSG00000285087	DEFB136	defensin beta 136 [Source:HGNC Symbol;Acc:HGNC:34433]	[]	NCBI:txid9606
ENSG00000166333	ILK	integrin linked kinase [Source:HGNC Symbol;Acc:HGNC:6040]	[]	NCBI:txid9606
ENSG00000150051	MKX	mohawk homeobox [Source:HGNC Symbol;Acc:HGNC:23729]	[]	NCBI:txid9606
ENSG00000109586	GALNT7	polypeptide N-acetylgalactosaminyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:4129]	[]	NCBI:txid9606
ENSG00000149634	SPATA25	spermatogenesis associated 25 [Source:HGNC Symbol;Acc:HGNC:16158]	[]	NCBI:txid9606
ENSG00000171940	ZNF217	zinc finger protein 217 [Source:HGNC Symbol;Acc:HGNC:13009]	[]	NCBI:txid9606
ENSG00000211900	IGHJ6	immunoglobulin heavy joining 6 [Source:HGNC Symbol;Acc:HGNC:5540]	[]	NCBI:txid9606
ENSG00000223496	EXOSC6	exosome component 6 [Source:HGNC Symbol;Acc:HGNC:19055]	[]	NCBI:txid9606
ENSG00000157216	SSBP3	single stranded DNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:15674]	[]	NCBI:txid9606
ENSG00000257446	ZNF878	zinc finger protein 878 [Source:HGNC Symbol;Acc:HGNC:37246]	[]	NCBI:txid9606
ENSG00000279460	ENSG00000279460	TEC	[]	NCBI:txid9606
ENSG00000275591	XKR5	XK related 5 [Source:HGNC Symbol;Acc:HGNC:20782]	[]	NCBI:txid9606
ENSG00000168256	NKIRAS2	NFKB inhibitor interacting Ras like 2 [Source:HGNC Symbol;Acc:HGNC:17898]	[]	NCBI:txid9606
ENSG00000204859	ZBTB48	zinc finger and BTB domain containing 48 [Source:HGNC Symbol;Acc:HGNC:4930]	[]	NCBI:txid9606
ENSG00000282610	ENSG00000282610	T cell receptor beta variable 6-9	[]	NCBI:txid9606
ENSG00000136522	MRPL47	mitochondrial ribosomal protein L47 [Source:HGNC Symbol;Acc:HGNC:16652]	[]	NCBI:txid9606
ENSG00000170946	DNAJC24	DnaJ heat shock protein family (Hsp40) member C24 [Source:HGNC Symbol;Acc:HGNC:26979]	[]	NCBI:txid9606
ENSG00000168273	SMIM4	small integral membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:37257]	[]	NCBI:txid9606
ENSG00000211785	TRAV12-1	T cell receptor alpha variable 12-1 [Source:HGNC Symbol;Acc:HGNC:12105]	[]	NCBI:txid9606
ENSG00000185053	SGCZ	sarcoglycan zeta [Source:HGNC Symbol;Acc:HGNC:14075]	[]	NCBI:txid9606
ENSG00000284912	ENSG00000284912		[]	NCBI:txid9606
ENSG00000164978	NUDT2	nudix hydrolase 2 [Source:HGNC Symbol;Acc:HGNC:8049]	[]	NCBI:txid9606
ENSG00000164251	F2RL1	F2R like trypsin receptor 1 [Source:HGNC Symbol;Acc:HGNC:3538]	[]	NCBI:txid9606
ENSG00000273611	ZNHIT3	zinc finger HIT-type containing 3 [Source:HGNC Symbol;Acc:HGNC:12309]	[]	NCBI:txid9606
ENSG00000168143	FAM83B	family with sequence similarity 83 member B [Source:HGNC Symbol;Acc:HGNC:21357]	[]	NCBI:txid9606
ENSG00000155957	TMBIM4	transmembrane BAX inhibitor motif containing 4 [Source:HGNC Symbol;Acc:HGNC:24257]	[]	NCBI:txid9606
ENSG00000105509	HAS1	hyaluronan synthase 1 [Source:HGNC Symbol;Acc:HGNC:4818]	[]	NCBI:txid9606
ENSG00000196547	MAN2A2	mannosidase alpha class 2A member 2 [Source:HGNC Symbol;Acc:HGNC:6825]	[]	NCBI:txid9606
ENSG00000135446	CDK4	cyclin dependent kinase 4 [Source:HGNC Symbol;Acc:HGNC:1773]	[]	NCBI:txid9606
ENSG00000282902	LGALS7B	galectin 7B [Source:HGNC Symbol;Acc:HGNC:34447]	[]	NCBI:txid9606
ENSG00000263229	KRTAP4-11	keratin associated protein 4-11 [Source:HGNC Symbol;Acc:HGNC:18911]	[]	NCBI:txid9606
ENSG00000155962	CLIC2	chloride intracellular channel 2 [Source:HGNC Symbol;Acc:HGNC:2063]	[]	NCBI:txid9606
ENSG00000125910	S1PR4	sphingosine-1-phosphate receptor 4 [Source:HGNC Symbol;Acc:HGNC:3170]	[]	NCBI:txid9606
ENSG00000285136	DEFA6	defensin alpha 6 [Source:HGNC Symbol;Acc:HGNC:2765]	[]	NCBI:txid9606
ENSG00000261793	ENSG00000261793	novel transcript, TMEM210 and LRRC26 readthrough	[]	NCBI:txid9606
ENSG00000226248	CLIC1	chloride intracellular channel 1 [Source:HGNC Symbol;Acc:HGNC:2062]	[]	NCBI:txid9606
ENSG00000102891	MT4	metallothionein 4 [Source:HGNC Symbol;Acc:HGNC:18705]	[]	NCBI:txid9606
ENSG00000205030	OR5L2	olfactory receptor family 5 subfamily L member 2 [Source:HGNC Symbol;Acc:HGNC:8351]	[]	NCBI:txid9606
ENSG00000151116	UEVLD	UEV and lactate/malate dehyrogenase domains [Source:HGNC Symbol;Acc:HGNC:30866]	[]	NCBI:txid9606
ENSG00000043355	ZIC2	Zic family member 2 [Source:HGNC Symbol;Acc:HGNC:12873]	[]	NCBI:txid9606
ENSG00000000460	C1orf112	chromosome 1 open reading frame 112 [Source:HGNC Symbol;Acc:HGNC:25565]	[]	NCBI:txid9606
ENSG00000112977	DAP	death associated protein [Source:HGNC Symbol;Acc:HGNC:2672]	[]	NCBI:txid9606
ENSG00000254550	OMP	olfactory marker protein [Source:HGNC Symbol;Acc:HGNC:8136]	[]	NCBI:txid9606
ENSG00000244482	LILRA6	leukocyte immunoglobulin like receptor A6 [Source:HGNC Symbol;Acc:HGNC:15495]	[]	NCBI:txid9606
ENSG00000161040	FBXL13	F-box and leucine rich repeat protein 13 [Source:HGNC Symbol;Acc:HGNC:21658]	[]	NCBI:txid9606
ENSG00000198561	CTNND1	catenin delta 1 [Source:HGNC Symbol;Acc:HGNC:2515]	[]	NCBI:txid9606
ENSG00000127920	GNG11	G protein subunit gamma 11 [Source:HGNC Symbol;Acc:HGNC:4403]	[]	NCBI:txid9606
ENSG00000170791	CHCHD7	coiled-coil-helix-coiled-coil-helix domain containing 7 [Source:HGNC Symbol;Acc:HGNC:28314]	[]	NCBI:txid9606
ENSG00000185624	P4HB	prolyl 4-hydroxylase subunit beta [Source:HGNC Symbol;Acc:HGNC:8548]	[]	NCBI:txid9606
ENSG00000125505	MBOAT7	membrane bound O-acyltransferase domain containing 7 [Source:HGNC Symbol;Acc:HGNC:15505]	[]	NCBI:txid9606
ENSG00000233041	PHGR1	proline, histidine and glycine rich 1 [Source:HGNC Symbol;Acc:HGNC:37226]	[]	NCBI:txid9606
ENSG00000101391	CDK5RAP1	CDK5 regulatory subunit associated protein 1 [Source:HGNC Symbol;Acc:HGNC:15880]	[]	NCBI:txid9606
ENSG00000288219	TNNI2	troponin I2, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11946]	[]	NCBI:txid9606
ENSG00000183888	SRARP	steroid receptor associated and regulated protein [Source:HGNC Symbol;Acc:HGNC:28339]	[]	NCBI:txid9606
ENSG00000275368	DYNLT2	dynein light chain Tctex-type 2 [Source:HGNC Symbol;Acc:HGNC:11695]	[]	NCBI:txid9606
ENSG00000198824	CHAMP1	chromosome alignment maintaining phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:20311]	[]	NCBI:txid9606
ENSG00000268799	H3Y2	H3.Y histone 2 [Source:HGNC Symbol;Acc:HGNC:43734]	[]	NCBI:txid9606
ENSG00000125675	GRIA3	glutamate ionotropic receptor AMPA type subunit 3 [Source:HGNC Symbol;Acc:HGNC:4573]	[]	NCBI:txid9606
ENSG00000010165	EEF1AKNMT	eEF1A lysine and N-terminal methyltransferase [Source:HGNC Symbol;Acc:HGNC:24248]	[]	NCBI:txid9606
ENSG00000188408	MAGEB5	MAGE family member B5 [Source:HGNC Symbol;Acc:HGNC:23795]	[]	NCBI:txid9606
ENSG00000279863	ENSG00000279863	TEC	[]	NCBI:txid9606
ENSG00000163961	RNF168	ring finger protein 168 [Source:HGNC Symbol;Acc:HGNC:26661]	[]	NCBI:txid9606
